Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
XLI,Industrial Select Sector SPDR Fund,Equity,"$11,787,720,150.00",3.09%,"10,386,159",$83.99,1.67%,No,No,1.27%,1.20%,16.71%,39.98%,66.48%,"$978,264,456.50","-$496,236,494.00","-$411,551,233.50","$159,861,876.00","-$1,379,047,132.00","-$517,292,993.50",Industrials Equities,1998-12-16,0.13%,N/A,$1.58,2019-12-20,$0.40,1.92%,19.07,1.16,71,43.48%,35%,15%,1099,$81.56,$84.66,$83.40,$84.29,57.42,A,A+,A,B,A-,A,B,6.03,63.54%,65.07%,166.5,35.33%,1.92%
VHT,Vanguard Healthcare ETF,Equity,"$10,331,966,378.00",2.00%,"225,644",$195.58,1.79%,No,No,1.90%,1.58%,17.47%,55.28%,65.45%,"$115,940,040.24","$33,226,250.00","$82,337,040.24","-$18,459,938.10","$1,699,025,238.71","$2,749,352,097.78",Health & Biotech Equities,2004-01-30,0.10%,Vanguard,$3.62,2019-12-16,$0.72,1.88%,25.40,0.94,385,43.86%,35%,15%,1099,$188.16,$198.73,$193.85,$196.78,59.46,A+,A,A+,A-,B+,A,A+,5.18,60.00%,42.77%,19.1,0.01%,13.82%
XLE,Energy Select Sector SPDR Fund,Equity,"$9,518,893,481.00",-8.53%,"14,893,551",$54.92,3.76%,No,No,0.37%,-8.02%,-10.88%,-15.81%,-17.03%,"-$524,729,640.00","-$361,015,833.00","-$1,169,631,183.00","-$1,895,412,113.00","-$4,060,338,855.00","$1,022,021,643.00",Energy Equities,1998-12-16,0.13%,N/A,$3.44,2019-12-30,$1.79,6.50%,19.73,1.20,29,75.33%,35%,15%,1099,$52.15,$62.05,$54.10,$55.43,39.37,A,A+,A,B,A,A-,B,5.9,70.59%,60.86%,437.48,0.00%,0.14%
FDN,First Trust Dow Jones Internet Index,Equity,"$8,332,448,395.00",6.72%,"316,049",$148.47,-0.78%,No,No,1.29%,3.37%,9.31%,74.10%,142.12%,"-$44,381,691.50","-$36,553,920.50","-$30,258,803.00","-$524,002,219.00","$1,414,929,344.00","$2,221,643,501.73",Large Cap Growth Equities,2006-06-23,0.52%,N/A,$0.00,2011-12-21,$0.01,0.00%,30.97,1.15,42,51.18%,35%,15%,1099,$143.35,$150.12,$147.33,$150.25,61.54,B+,A,B,A+,B+,C,B,5.28,39.94%,44.84%,15.08,8.97%,3.47%
VFH,Vanguard Financials ETF,Equity,"$8,145,686,427.00",1.26%,"415,176",$77.24,1.97%,No,No,2.97%,1.47%,20.67%,35.77%,76.72%,"$69,848,841.04","-$9,180,232.40","$66,037,341.04","$37,373,677.12","$1,284,618,850.16","$3,271,406,521.14",Financials Equities,2004-01-30,0.10%,Vanguard,$1.66,2019-12-16,$0.46,2.19%,14.00,1.12,423,42.47%,35%,15%,1099,$74.47,$77.49,$76.78,$77.50,57.86,A+,A-,A,B,A-,B+,A+,3.87,18.94%,17.98%,24.6,6.94%,0.27%
IBB,iShares Nasdaq Biotechnology ETF,Equity,"$7,511,140,325.00",0.87%,"2,771,709",$121.56,2.54%,No,No,3.68%,1.11%,10.66%,29.71%,17.71%,"-$93,232,059.00","-$18,693,650.00","-$344,745,659.00","-$1,395,550,576.00","$16,648,708,093.00","$18,166,532,416.50",Health & Biotech Equities,2001-02-05,0.47%,N/A,$0.21,2019-12-16,$0.06,0.18%,24.40,1.38,214,48.51%,35%,15%,1099,$114.23,$123.99,$119.57,$123.52,57.19,B+,A,B,A,C+,C+,A,4.16,27.17%,21.88%,22.23,0.12%,34.68%
AMLP,Alerian MLP ETF,Equity,"$7,322,608,344.00",-3.65%,"28,612,438",$8.19,1.24%,No,No,0.00%,-7.04%,-11.14%,-22.13%,-29.02%,"-$356,289,008.50","-$15,496,176.50","-$238,142,004.50","-$262,578,213.50","$765,578,055.00","$4,205,380,517.59",MLPs,2010-08-24,0.85%,N/A,$0.77,2019-11-14,$0.20,9.57%,10.57,1.03,21,75.74%,35%,15%,1099,$7.86,$9.10,$8.13,$8.28,43.67,A,A+,A-,C+,A-,B+,B+,1.88,5.59%,2.48%,442.29,0.00%,0.00%
XLC,Communication Services Select Sector SPDR Fund,Equity,"$7,302,734,713.00",2.95%,"3,130,467",$55.21,0.16%,No,No,-0.27%,0.22%,18.71%,N/A,N/A,"$209,705,068.50","$67,723,591.50","$14,633,437.50","$2,028,704,112.00","$6,231,219,426.50","$6,231,219,426.50",Large Cap Growth Equities,2018-06-18,0.13%,N/A,$0.44,2019-12-20,$0.12,0.79%,20.90,0.92,27,74.02%,39%,20%,1099,$54.08,$56.89,$54.87,$55.60,55.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.27,40.38%,23.91%,20.42,0.00%,0.63%
SCHH,Schwab US REIT ETF,Real Estate,"$6,149,510,052.00",1.72%,"740,290",$46.75,0.04%,No,No,-0.15%,3.13%,11.44%,24.73%,28.79%,"-$19,739,109.00","$39,376,982.50","$3,321,594.50","$690,706,960.50","$2,549,275,706.50","$4,111,547,231.00",Real Estate,2011-01-13,0.07%,Charles Schwab,$1.32,2019-12-12,$0.56,2.82%,31.89,0.55,94,44.85%,35%,15%,1099,$45.24,$47.71,$46.62,$46.94,55.04,A,A-,A+,B+,A-,B-,A-,4.56,58.82%,31.33%,96.74,0.00%,15.00%
ITA,iShares U.S. Aerospace & Defense ETF,Equity,"$5,754,283,150.00",5.77%,"188,562",$234.89,1.64%,No,No,1.20%,2.22%,18.71%,68.51%,111.75%,"-$65,935,437.00","-$23,000,675.00","-$45,902,150.00","-$311,862,193.00","$1,516,976,654.50","$3,015,802,573.00",Industrials Equities,2006-05-05,0.42%,N/A,$3.41,2019-12-30,$0.57,1.48%,21.25,1.03,34,74.38%,35%,15%,1099,$227.93,$233.62,$232.80,$235.96,59.25,B,B+,B+,A,A,B-,C+,4.36,25.00%,25.38%,91.85,79.01%,0.23%
VNQI,Vanguard Global ex-U.S. Real Estate Index Fund ETF,Real Estate,"$5,740,144,214.00",-1.32%,"428,527",$58.31,0.40%,No,No,0.33%,-0.29%,9.23%,32.42%,32.38%,"-$63,903,143.32",$0.00,"-$105,562,498.52","$74,171,828.89","$2,043,612,993.89","$3,302,574,052.63",Global Real Estate,2010-11-01,0.12%,Vanguard,$4.48,2019-12-18,$3.65,7.70%,11.30,0.63,590,18.85%,35%,15%,1099,$57.36,$59.63,$58.21,$58.40,51.55,A+,A-,A,A,B,A,A+,4.82,29.73%,35.64%,81.95,1.46%,17.50%
VDC,Vanguard Consumer Staples ETF,Equity,"$5,672,343,111.00",1.05%,"106,562",$162.89,0.87%,No,No,1.40%,2.29%,20.50%,28.88%,46.64%,"$11,782,629.00","$4,016,750.00","-$16,209,371.00","$490,082,288.41","$1,454,245,608.50","$2,025,678,925.40",Consumer Staples Equities,2004-01-30,0.10%,Vanguard,$3.94,2019-12-16,$1.06,2.44%,26.10,0.60,93,65.26%,35%,15%,1099,$159.36,$163.97,$162.33,$163.22,58.86,A+,A-,A,B+,A+,A+,A-,6.68,68.42%,80.85%,62.58,12.40%,16.77%
IYW,iShares U.S. Technology ETF,Equity,"$5,213,069,785.00",8.55%,"99,097",$252.49,0.44%,No,No,2.03%,5.67%,41.95%,102.28%,158.54%,"-$12,412,664.00",$0.00,"-$12,406,764.00","-$160,478,236.50","-$878,754,639.00","-$1,488,799,567.00",Technology Equities,2000-05-19,0.42%,N/A,$1.67,2019-12-16,$0.37,0.66%,24.88,1.19,157,64.79%,35%,15%,1099,$238.82,$252.62,$250.50,$254.91,66.44,A-,A,A-,C,A,B+,A,6.33,79.89%,73.11%,20.96,0.71%,5.66%
GUNR,FlexShares Morningstar Global Upstream Natural Resources Index Fund,Equity,"$5,146,652,382.00",-4.24%,"643,122",$32.11,1.90%,No,No,1.10%,-3.63%,2.98%,16.01%,19.20%,"-$127,565,860.50","-$71,320,046.00","-$127,565,860.50","-$314,693,904.00","$912,519,148.00","$2,465,738,060.78",Commodity Producers Equities,2011-09-16,0.46%,N/A,$1.09,2019-12-20,$0.21,3.46%,21.41,0.90,118,34.75%,35%,15%,1099,$30.96,$34.19,$31.93,$32.20,46.19,A,A,A-,A-,A-,B,A,5.35,44.12%,46.22%,502.42,9.82%,5.40%
IHI,iShares U.S. Medical Devices ETF,Equity,"$5,030,576,560.00",3.45%,"198,005",$273.45,0.70%,No,No,0.36%,2.61%,27.24%,92.28%,143.94%,"$10,510,805.00","$54,134,890.00","-$69,063,020.00","$1,209,882,743.50","$2,488,378,787.50","$2,788,250,619.00",Health & Biotech Equities,2006-05-05,0.43%,N/A,$0.88,2019-12-30,$0.04,0.32%,44.57,0.92,57,71.71%,35%,15%,1099,$265.30,$276.95,$272.59,$274.27,59.36,C+,B+,B+,C+,B+,B-,B-,5.19,60.75%,42.91%,21.25,0.00%,12.46%
VPU,Vanguard Utilities ETF,Equity,"$4,767,281,942.00",6.03%,"150,357",$151.50,0.46%,No,No,0.30%,7.39%,27.73%,54.43%,70.72%,"$84,850,546.36","$15,283,533.80","$67,718,296.36","$837,062,012.58","$1,359,633,268.41","$1,303,945,072.82",Utilities Equities,2004-01-30,0.10%,Vanguard,$4.04,2019-12-16,$1.02,2.68%,23.10,0.19,69,53.55%,35%,15%,1099,$140.29,$155.39,$150.62,$152.12,70.40,A+,A,A,A-,A-,A,A-,7.33,69.44%,89.90%,2622.3,60.27%,6.80%
GDXJ,VanEck Vectors Junior Gold Miners ETF,Equity,"$4,700,774,835.00",-4.40%,"13,999,312",$40.40,-0.02%,No,No,-2.16%,-1.08%,23.77%,3.88%,57.03%,"-$192,673,097.50","-$31,006,831.50","-$266,714,590.50","-$742,519,238.50","$108,001,476.50","$2,238,788,388.90",Materials,2009-11-10,0.54%,N/A,$0.16,2019-12-23,$0.16,0.41%,33.19,-0.13,68,47.19%,35%,15%,1099,$40.02,$41.85,$40.07,$40.78,49.80,B,A,B+,C,C,A-,B+,4.91,18.75%,37.40%,530.68,4.50%,0.00%
XBI,SPDR S&P Biotech ETF,Equity,"$4,379,333,575.00",0.99%,"5,038,351",$96.05,2.49%,No,No,4.89%,0.46%,14.62%,46.28%,52.12%,"-$42,849,615.00","$14,485,205.75","-$148,462,546.50","-$96,074,583.00","$173,749,112.50","$1,549,133,551.00",Health & Biotech Equities,2006-02-06,0.35%,N/A,$0.00,2019-12-20,$0.00,0.02%,17.99,1.68,123,18.65%,35%,15%,1099,$88.81,$98.38,$94.85,$97.15,56.86,B-,A,A-,B,C,C,B+,2.33,14.72%,4.37%,26.16,0.36%,20.83%
IYR,iShares U.S. Real Estate ETF,Real Estate,"$4,345,566,247.00",2.98%,"7,106,528",$95.85,0.02%,No,No,0.25%,4.11%,17.72%,37.06%,41.56%,"-$68,730,347.00","-$19,544,727.00","-$146,018,556.00","-$277,899,882.50","-$526,680,392.00","-$2,632,344,610.00",Real Estate,2000-06-12,0.42%,Fidelity,$2.84,2019-12-16,$0.89,2.96%,33.81,0.56,114,37.46%,35%,15%,1099,$92.23,$97.38,$95.59,$96.17,59.99,A,A+,B,B-,A,B+,A,4.58,60.59%,31.65%,114.56,0.69%,10.64%
XLB,Materials Select Sector SPDR ETF,Equity,"$4,254,933,825.00",-0.70%,"5,798,175",$60.99,1.85%,No,No,2.85%,2.33%,15.72%,24.16%,37.96%,"$535,049,137.50","$174,660,413.00","$308,646,708.50","-$132,567,217.00","-$102,781,018.00","$835,976,891.76",Materials,1998-12-16,0.13%,N/A,$1.21,2019-12-20,$0.33,2.03%,20.38,1.16,29,65.30%,35%,15%,1099,$58.09,$61.40,$60.27,$61.40,56.13,A,A+,A,B+,A+,B+,B-,6.01,64.71%,64.47%,841.41,2.87%,1.83%
XLRE,Real Estate Select Sector SPDR Fund,Real Estate,"$3,815,214,719.00",2.79%,"3,942,460",$39.75,-0.08%,No,No,0.10%,3.84%,18.68%,42.08%,N/A,"$952,891.00","-$69,404,182.00","$67,159,260.00","$243,377,230.50","$802,159,213.00","$3,340,183,467.00",Real Estate,2015-10-07,0.13%,N/A,$1.18,2019-12-20,$0.41,2.97%,37.95,0.59,32,59.73%,39%,20%,1099,$38.31,$40.51,N/A,N/A,58.07,N/A,N/A,A,N/A,N/A,N/A,C+,6.49,99.41%,76.44%,135.97,0.00%,12.58%
VIS,Vanguard Industrial ETF,Equity,"$3,662,951,726.00",3.02%,"89,646",$158.53,1.67%,No,No,1.41%,1.34%,17.69%,37.30%,65.29%,"-$54,409,991.58","-$11,555,750.00","-$38,786,491.58","$9,579,141.63","$112,755,587.76","$615,535,896.19",Industrials Equities,2004-09-23,0.10%,Vanguard,$2.59,2019-12-16,$0.68,1.66%,21.60,1.18,352,33.71%,35%,15%,1099,$153.75,$159.74,$157.46,$159.06,57.85,A+,A,A,A-,A-,A,A+,5.83,55.21%,59.01%,172.61,29.43%,2.51%
IGF,iShares Global Infrastructure ETF,Equity,"$3,643,204,260.00",2.92%,"252,230",$49.31,0.59%,No,No,0.76%,3.20%,18.78%,35.95%,35.64%,"$63,309,719.00",$0.00,"$63,309,719.00","$538,923,756.00","$1,785,408,443.00","$2,097,678,273.00",Large Cap Blend Equities,2007-12-10,0.46%,N/A,$1.57,2019-12-16,$0.78,3.20%,22.30,0.55,75,39.39%,35%,15%,1099,$47.78,$49.54,$49.22,$49.39,63.88,A-,A-,B,A-,B+,A-,A,7.08,88.44%,86.85%,979.71,31.54%,2.66%
FTEC,Fidelity MSCI Information Technology Index ETF,Equity,"$3,618,451,212.00",8.35%,"344,554",$78.53,0.47%,No,No,2.37%,6.14%,44.69%,107.72%,166.74%,"$174,286,158.50","$11,422,978.50","$163,426,616.00","$648,454,044.00","$1,639,666,407.00","$1,911,344,924.50",Technology Equities,2013-10-21,0.08%,Fidelity,$0.75,2019-12-20,$0.19,0.96%,24.93,1.20,321,58.36%,35%,15%,1099,$73.92,$78.50,$77.85,$79.29,66.73,N/A,N/A,A+,N/A,N/A,N/A,N/A,6.08,69.69%,66.49%,22.1,0.79%,5.22%
IGV,iShares Expanded Tech-Software Sector ET,Equity,"$3,441,741,300.00",9.37%,"561,852",$254.88,-1.43%,No,No,1.97%,5.18%,28.03%,115.44%,180.08%,"$307,135,490.50","$175,032,650.00","$260,313,795.50","$387,534,013.00","$1,367,184,821.00","$703,367,368.50",Technology Equities,2001-07-10,0.46%,N/A,$0.05,2019-06-17,$0.05,0.02%,40.71,1.14,103,56.67%,35%,15%,1099,$241.71,$257.00,$251.49,$260.23,64.17,B+,A-,B+,B,A-,C+,B+,6.78,88.67%,82.49%,13.88,0.00%,6.01%
IXN,iShares Global Tech ETF,Equity,"$3,396,088,185.00",7.59%,"78,189",$226.47,0.73%,No,No,2.67%,5.59%,43.59%,99.46%,153.86%,"-$164,807,934.50","-$22,136,150.00","-$186,017,860.00","-$134,360,772.50","$970,548,308.50","$1,014,427,674.50",Technology Equities,2001-11-12,0.46%,N/A,$2.23,2019-12-16,$1.15,1.00%,22.90,1.15,120,55.26%,35%,15%,1099,$213.94,$225.90,$224.70,$228.23,65.61,B+,B+,B+,C+,A,B,A-,6.6,85.55%,79.44%,30.66,0.77%,5.38%
VCR,Vanguard Consumer Discretionary ETF,Equity,"$3,232,705,084.00",4.49%,"56,297",$197.98,0.05%,No,No,3.66%,3.32%,20.72%,54.48%,80.63%,"-$18,272,343.26","-$4,781,500.00","-$14,061,128.16","$134,145,896.67","$155,077,040.45","$524,175,717.31",Consumer Discretionary Equities,2004-01-30,0.10%,Vanguard,$2.23,2019-12-16,$0.75,1.12%,24.90,1.10,295,55.65%,35%,15%,1099,$188.63,$197.25,$196.76,$199.20,68.63,A+,A-,A+,A-,A,A-,A+,4.96,42.02%,38.24%,44.67,25.72%,2.18%
VDE,Vanguard Energy ETF,Equity,"$3,085,800,643.00",-9.33%,"488,214",$73.89,3.85%,No,No,0.42%,-8.72%,-13.06%,-20.58%,-22.78%,"$186,372,000.00","$113,493,500.00","$151,406,500.00","$46,787,738.83","-$104,459,193.92","$1,064,250,254.12",Energy Equities,2004-09-23,0.10%,Vanguard,$2.78,2019-12-16,$0.76,3.91%,14.20,1.24,131,68.61%,35%,15%,1099,$69.91,$84.09,$72.70,$74.63,39.57,A,A-,A,B,A-,A,A,5.51,55.29%,49.88%,441.47,0.00%,0.26%
QTEC,First Trust NASDAQ 100 Technology,Equity,"$3,080,293,694.00",5.62%,"180,151",$105.73,0.86%,No,No,2.65%,3.04%,36.53%,89.71%,162.96%,"$10,670,742.00",$0.00,"$10,471,140.50","$134,609,637.00","-$86,544,394.50","$1,104,771,191.50",Technology Equities,2006-04-25,0.57%,N/A,$0.68,2019-12-13,$0.22,0.65%,25.89,1.30,42,26.64%,35%,15%,1099,$101.15,$106.72,$104.96,$106.56,60.85,B,B+,B-,B,A-,B+,B,5.85,62.61%,59.63%,37.99,0.00%,5.88%
EMLP,First Trust North American Energy Infrastructure Fund,Equity,"$2,883,047,072.00",1.53%,"712,508",$25.88,0.43%,No,No,-0.12%,1.37%,13.57%,14.37%,12.47%,"$15,367,035.00","$3,790,090.50","$9,008,400.50","$410,670,691.50","$1,204,954,714.00","$1,769,338,670.50",Large Cap Blend Equities,2012-06-20,0.95%,N/A,$0.94,2019-12-13,$0.26,3.67%,15.14,0.62,47,52.91%,35%,15%,1099,$25.51,$26.26,$25.82,$25.96,57.66,B+,A-,C+,B,B+,C+,A+,5.53,57.34%,50.53%,1442.43,26.85%,6.05%
XT,iShares Exponential Technologies ETF,Equity,"$2,791,450,200.00",3.37%,"114,805",$44.20,0.73%,No,No,1.87%,2.24%,22.99%,62.69%,N/A,"-$28,099,279.50",$0.00,"-$28,099,279.50","-$20,062,966.50","$1,110,101,659.50","$1,341,240,067.50",Large Cap Growth Equities,2015-03-19,0.47%,N/A,$0.66,2019-12-16,$0.30,1.51%,21.91,1.08,202,6.60%,35%,15%,1099,$42.67,$44.61,$44.04,$44.37,61.00,N/A,N/A,B+,N/A,N/A,N/A,N/A,6.04,68.27%,65.47%,44.48,4.15%,11.04%
XOP,SPDR S&P Oil & Gas Exploration & Production ETF,Equity,"$2,660,940,872.00",-15.91%,"29,023,380",$19.93,5.45%,No,No,1.94%,-15.37%,-33.68%,-49.53%,-58.07%,"$336,469,365.00","$147,096,769.00","$489,133,212.50","$1,295,017,356.50","$2,313,129,523.50","$2,830,059,702.50",Energy Equities,2006-06-19,0.35%,N/A,$0.35,2019-12-20,$0.10,1.84%,11.41,1.62,58,28.59%,35%,15%,1099,$17.93,$24.53,$19.44,$20.24,39.57,B+,A,A-,B+,C+,C+,A-,3.57,11.18%,14.29%,585.9,0.00%,0.76%
SOXX,iShares PHLX Semiconductor ETF,Equity,"$2,604,506,745.00",3.27%,"446,043",$259.30,2.30%,No,No,2.88%,2.39%,49.15%,106.16%,204.99%,"$155,613,791.00","-$62,513,020.00","$93,290,425.50","$736,978,461.00","$893,349,399.00","$917,397,294.50",Technology Equities,2001-07-10,0.46%,N/A,$3.10,2019-12-16,$0.86,1.22%,23.10,1.44,31,60.90%,35%,15%,1099,$245.66,$265.07,$256.60,$260.87,57.36,B+,A,B+,A,C+,A-,B-,4.61,26.63%,32.20%,70.43,0.00%,6.13%
KWEB,KraneShares CSI China Internet ETF,Equity,"$2,599,253,944.00",4.40%,"1,861,259",$50.82,-1.21%,No,No,2.21%,-2.70%,13.47%,39.27%,59.34%,"$661,350,897.00","$72,795,146.50","$540,903,530.50","$477,477,552.50","$2,316,178,112.50","$2,340,373,947.00",China Equities,2013-07-31,0.76%,N/A,$0.04,2019-12-27,$0.04,0.08%,23.76,1.45,46,59.96%,35%,15%,1099,$47.25,$55.62,$50.03,$52.06,53.15,B+,B+,B,B-,A-,B-,N/A,2.84,5.10%,7.12%,23.15,0.00%,0.88%
SKYY,First Trust ISE Cloud Computing Index Fund,Equity,"$2,511,340,734.00",9.54%,"169,549",$66.13,-0.84%,No,No,2.85%,5.86%,21.04%,82.68%,141.88%,"$6,556,950.00","$6,424,847.00","$9,574,494.00","$157,743,364.00","$928,529,292.50","$1,069,105,579.13",Technology Equities,2011-07-05,0.60%,N/A,$0.33,2019-12-13,$0.05,0.49%,30.54,1.03,63,37.49%,35%,15%,1099,$62.57,$66.43,$65.44,$67.15,65.25,B-,B,B,A-,B+,C,B,5.79,60.91%,57.65%,18.69,4.20%,8.53%
