t,t,AAPL,ACN,ADBE,ADI,ADP,ADS,ADSK,AKAM,AMAT,AMD,ANET,ANSS,APH,AVGO,BR,CDNS,CDW,CRM,CSCO,CTSH,CTXS,DXC,FFIV,FIS,FISV,FLIR,FLT,FTNT,GLW,GPN,HPE,HPQ,IBM,INTC,INTU,IPGP,IT,JKHY,JNPR,KEYS,KLAC,LDOS,LRCX,MA,MCHP,MSI,MU,MXIM,NLOK,NOW,NTAP,NVDA,ORCL,PAYC,PAYX,PYPL,QCOM,QRVO,SNPS,STX,SWKS,TEL,TXN,V,VRSN,WDC,WU,XLK,XLNX,XRX,ZBRA
8,10,270.3317391304348,170.0,319.07,101.0,153.96,71.0,165.0,85.5,54.0,43.8825,181.99,233.39,87.33,256.0,97.15,61.49,101.36,152.3422222222222,37.51333333333333,56.73,112.0,18.18,114.07,130.12,101.01,39.6,228.98,93.0,23.5,171.0,11.3,20.5,123.96,52.725,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,264.79200000000003,82.5,165.01,47.080625,51.0001,17.75,300.6533333333333,43.61,245.11833333333334,45.0,250.0,75.0,104.0,73.088,90.0,131.89,46.86666666666667,91.02666666666669,75.08,106.34,171.13,181.05,49.965714285714284,20.7006,84.76,75.31666666666666,29.02,188.4
8,11,269.7918518518518,170.0,317.22166666666664,101.0,153.96,71.0,165.0,85.5,54.53,43.73352941176467,181.99,233.39,87.33,256.0,97.15,61.49,101.36,152.3422222222222,37.3425,56.73,112.0,18.18,114.07,130.12,101.01,39.6,228.98,93.0,23.5,171.0,11.3,20.5,123.96,52.725,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,264.8433333333333,82.5,165.01,47.0,51.0001,17.75,300.6533333333333,43.61,245.0,45.0,250.0,75.0,104.0,73.088,90.0,131.89,46.86666666666667,91.02666666666669,75.08,106.34,170.815,181.05,49.965714285714284,20.7006,84.76,75.31666666666666,29.02,188.4
8,12,269.7787179487179,170.0,317.22166666666664,101.0,153.96,71.0,165.0,85.5,54.53,43.64000000000001,181.99,233.39,87.33,256.0,97.15,61.49,101.36,152.3422222222222,37.3425,56.73,112.0,18.18,114.07,130.12,101.01,39.6,228.98,93.0,23.5,171.0,11.3,20.5,122.5,52.65,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,264.8,82.5,165.01,47.0,51.0001,17.75,300.6533333333333,43.61,245.0,45.0,250.0,75.0,104.0,72.9075,90.0,131.89,46.86666666666667,90.0,75.08,106.34,170.815,181.05,49.965714285714284,20.7006,84.76,75.31666666666666,29.02,188.4
8,13,269.6337647058823,170.0,315.3333333333333,101.0,153.96,71.0,165.0,85.5,54.53,43.69500000000001,181.99,233.39,87.33,256.0,97.15,61.49,101.36,152.3422222222222,37.3425,56.73,112.0,18.18,114.07,130.12,101.01,39.6,228.98,93.0,23.5,171.0,11.3,20.5,121.81249999999997,52.65,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,264.92,82.5,165.01,47.0,51.0001,17.75,300.6533333333333,43.61,245.00833333333333,45.0,250.0,75.0,104.0,72.8,90.0,131.89,46.86666666666667,90.0,75.08,106.34,171.30249999999998,181.05,49.985,20.7006,84.76,75.31666666666666,29.02,188.4
8,14,269.0853333333334,170.0,315.3333333333333,101.0,153.96,71.0,165.0,85.5,54.53,43.646190476190476,181.99,233.39,87.33,256.0,97.15,61.49,101.36,152.3422222222222,37.3425,56.73,112.0,18.18,114.07,130.12,101.01,39.6,228.98,93.0,23.5,171.0,11.3,20.5,121.24,52.625,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,264.92,82.5,165.01,47.0,51.0001,17.75,300.6533333333333,43.61,245.00833333333333,45.0,250.0,75.0,104.0,73.035,90.0,131.89,46.86666666666667,90.0,75.08,106.34,171.2225,181.05,49.9,20.7006,84.76,75.31666666666666,29.02,188.4
8,15,268.34034482758614,170.0,315.5,101.0,153.96,71.0,165.0,85.5,54.0,43.52624999999998,181.99,233.39,87.33,256.0,97.15,61.49,101.36,151.67,37.31,56.73,112.0,18.18,114.07,130.12,101.01,39.6,228.98,93.0,23.5,171.0,11.3,20.5,121.24,52.55,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,264.238,82.5,165.01,47.5,51.0001,17.75,300.6533333333333,43.61,245.08636363636361,45.0,250.0,75.0,104.0,73.035,90.0,131.89,46.86666666666667,90.09,75.08,106.34,171.0,181.05,49.9,20.7006,84.76,75.31666666666666,29.02,188.4
8,16,267.1923076923077,170.0,315.5,101.0,153.96,71.0,165.0,85.5,54.0,43.39647058823528,181.99,233.39,87.33,255.26,97.15,61.49,101.36,151.67,37.3,56.73,112.0,18.18,114.07,130.12,101.01,39.6,228.98,93.0,23.5,171.0,11.3,20.5,121.24,52.475,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,264.238,82.5,165.01,47.5,51.0001,17.75,300.6533333333333,43.61,245.00285714285715,45.0,250.0,75.0,104.0,73.035,90.0,131.89,46.86666666666667,90.09,75.08,106.34,170.95333333333335,181.05,49.9,20.7006,84.76,75.31666666666666,29.02,188.4
8,17,267.55999999999995,170.0,315.5,101.0,153.96,71.0,165.0,85.5,54.0,43.09348837209302,181.99,233.39,87.33,255.26,97.15,61.49,101.36,151.67,37.3,56.73,112.0,18.18,114.07,130.12,101.01,39.6,228.98,93.0,23.5,171.0,11.3,20.5,121.24,52.475,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,263.95500000000004,82.5,165.01,47.5,51.0001,17.75,300.6533333333333,43.61,245.98000000000002,45.0,250.0,75.0,104.0,73.02000000000001,90.0,131.89,46.86666666666667,90.09,75.08,106.34,170.72,181.05,49.9,20.7006,83.29499999999999,75.31666666666666,29.02,188.4
8,18,267.98999999999995,170.0,315.0,101.0,153.96,71.0,165.0,85.5,54.0,43.05857142857143,181.99,233.39,87.33,255.26,97.15,61.49,101.36,151.67,37.3,56.73,112.0,18.18,114.07,130.12,101.01,39.6,228.98,93.0,23.5,171.0,11.3,20.5,121.24,52.5,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,263.95500000000004,82.5,165.01,47.5,51.0001,17.75,300.6533333333333,43.61,243.85000000000002,45.0,250.0,75.0,103.96,73.02000000000001,90.0,131.89,46.86666666666667,90.09,75.08,106.34,170.72,181.05,49.9,20.7006,83.29499999999999,75.31666666666666,29.02,188.4
8,19,267.8226315789474,170.0,315.0,101.0,153.96,71.0,165.0,85.5,54.0,43.328125,181.99,233.39,87.33,255.26,97.15,61.49,101.36,151.67,37.3,56.73,112.0,18.18,114.07,130.12,101.01,39.6,228.98,93.0,23.5,171.0,11.3,20.5,121.24,52.5,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,264.1,82.5,165.01,47.5,51.0001,17.75,300.6533333333333,43.61,242.8,45.0,250.0,75.0,104.0,73.02000000000001,90.0,131.89,46.86666666666667,90.09,75.08,106.34,171.0,181.05,49.9,20.7006,83.29499999999999,75.31666666666666,29.02,188.4
8,20,267.675,170.0,315.0,101.0,153.96,71.0,165.0,85.5,54.0,43.25,181.99,233.39,87.33,255.26,97.15,61.49,101.36,151.795,37.22,56.73,112.0,18.18,114.07,130.12,101.01,38.11,228.98,93.0,23.5,171.0,11.3,20.5,121.24,52.5,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,263.7725,82.5,165.01,47.5,51.0001,17.75,300.6533333333333,43.61,242.52833333333334,44.905,250.0,75.0,104.0,72.8,90.0,131.89,46.86666666666667,90.09,75.08,106.34,171.0,181.05,49.9,20.7006,83.29499999999999,75.31666666666666,29.02,188.4
8,21,268.27153846153846,170.0,315.0,101.0,153.96,71.0,165.0,85.5,54.0,43.24875,181.99,233.39,87.33,255.26,97.15,61.49,101.36,151.795,37.22,56.73,112.0,18.18,114.07,130.12,101.01,38.11,228.98,93.0,23.5,171.0,11.3,20.5,121.24,52.5,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,263.7725,82.5,165.01,47.5,51.0001,17.75,300.6533333333333,43.61,243.0,44.905,250.0,75.0,104.0,72.87,90.0,131.89,46.86666666666667,90.09,75.08,106.34,170.26999999999998,181.05,49.9,20.7006,83.29499999999999,75.64,29.02,188.4
8,22,267.9992592592593,170.0,315.0,101.0,153.96,71.0,165.0,85.5,54.0,43.287142857142875,181.99,233.39,87.33,255.26,97.15,61.49,101.36,151.795,37.22,56.73,112.0,18.18,114.07,130.12,101.01,38.11,228.98,93.0,23.5,171.0,11.3,20.5,121.24,52.5,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,263.7725,82.5,165.01,47.5,51.0001,17.75,300.6533333333333,43.61,244.45705882352945,44.905,250.0,75.0,104.0,72.87,90.0,131.89,46.86666666666667,90.09,75.08,106.34,170.26999999999998,181.05,49.9,20.7006,83.29499999999999,75.64,29.02,188.4
8,23,268.01735294117645,170.0,315.0,101.0,153.96,71.0,165.0,85.5,54.0,43.03966666666667,181.99,233.39,87.33,255.26,97.15,61.49,101.36,151.795,37.21,56.73,112.0,18.18,114.07,130.12,101.01,38.11,228.98,93.0,23.5,171.0,11.3,20.5,120.91,52.5,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,261.3328571428571,82.5,165.01,47.22,51.0001,17.75,300.6533333333333,43.61,243.15249999999997,44.905,250.0,75.0,104.0,72.41333333333334,90.0,131.89,46.86666666666667,90.09,75.08,106.34,171.0,181.05,49.9,20.7006,83.29499999999999,75.64,29.02,188.4
8,24,268.1342857142857,170.0,315.0,101.0,153.96,71.0,165.0,85.5,54.0,43.25,181.99,233.39,87.33,255.26,97.15,61.49,101.36,151.795,37.21,56.73,112.0,18.18,114.07,130.12,101.01,38.11,228.98,93.0,23.5,171.0,11.3,20.5,120.91,52.46,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,261.3328571428571,82.5,165.01,47.22,51.0001,17.75,300.6533333333333,43.61,244.45,44.905,250.0,75.0,104.0,72.41333333333334,90.0,131.89,46.86666666666667,90.09,75.08,106.34,171.23,181.05,49.9,20.7006,83.29499999999999,75.64,29.02,188.4
8,25,267.544,170.0,315.0,100.0,153.96,71.0,165.0,85.5,54.0,43.25625,181.99,233.39,87.33,255.26,97.15,61.49,101.36,151.795,37.228571428571435,56.73,112.0,18.18,114.07,130.12,101.01,38.11,228.98,93.0,23.5,171.0,11.3,20.5,120.91,52.46,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,261.3328571428571,82.5,165.01,47.445,51.0001,17.75,300.6533333333333,43.61,244.74200000000002,44.7,250.0,75.0,104.0,72.41333333333334,90.0,131.89,46.86666666666667,90.09,75.08,107.8,171.0,181.05,49.9,20.7006,83.29499999999999,75.64,29.02,188.4
8,26,267.0628571428571,170.0,315.0,100.0,153.96,71.0,165.0,85.5,54.0,43.1925,181.99,233.39,87.33,255.26,97.15,61.49,101.36,151.795,37.15,56.73,112.0,18.18,114.07,130.12,101.01,38.11,228.98,93.0,23.5,171.0,11.3,20.5,120.91,52.46,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,261.3328571428571,82.5,165.01,47.445,51.0001,17.75,300.6533333333333,43.61,244.45,44.7,250.0,75.0,103.055,72.41333333333334,90.0,131.89,46.86666666666667,89.1,75.08,107.8,170.98499999999999,181.05,49.9,20.7006,83.29499999999999,75.64,29.02,188.4
8,27,267.22538461538454,170.0,315.0,100.0,153.96,71.0,165.0,85.5,54.0,43.1925,181.99,233.39,87.33,255.26,97.15,61.49,101.36,151.795,37.15,56.73,112.0,18.18,114.07,130.12,100.01,38.11,228.98,93.0,23.5,171.0,11.3,20.5,120.91,52.46,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,261.3328571428571,82.5,165.01,47.445,51.0001,17.75,300.6533333333333,43.61,243.8275,44.7,250.0,75.0,103.0,72.41333333333334,90.0,131.89,46.86666666666667,89.1,75.08,107.8,170.12625,181.05,49.9,20.7006,83.29499999999999,75.64,29.02,188.4
8,28,267.239375,170.0,315.0,100.0,153.96,71.0,165.0,85.5,54.0,43.12384615384615,181.99,233.39,87.33,255.26,97.15,61.49,101.36,151.795,37.15,56.73,112.0,18.18,114.07,130.12,100.01,38.11,228.98,93.0,23.5,171.0,11.3,20.5,120.91,52.46,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,260.705,82.5,165.01,47.445,51.0001,17.75,300.6533333333333,43.61,243.8275,44.7,250.0,75.0,103.0,72.41333333333334,90.0,131.89,46.86666666666667,89.1,75.08,107.8,170.82304347826084,181.05,49.9,20.7006,83.29499999999999,75.64,29.02,188.4
8,29,267.4473913043478,170.0,315.0,100.0,153.96,71.0,165.0,85.5,54.0,43.2975,181.99,233.39,87.33,255.26,97.15,61.49,101.36,151.795,37.15,56.73,112.0,18.18,114.07,130.12,100.01,38.11,228.98,93.0,23.5,171.0,11.3,20.5,120.91,52.46,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,260.705,82.5,165.01,47.45,51.0001,17.75,300.6533333333333,43.61,243.39,44.7,250.0,75.0,103.0,72.41333333333334,90.0,131.89,46.86666666666667,89.1,75.08,107.8,170.99,181.05,49.9,20.7006,83.29499999999999,75.64,29.02,188.4
8,30,267.69749999999993,170.0,315.0,100.0,153.96,71.0,165.0,85.5,54.0,43.305,181.99,233.39,87.33,255.26,97.15,61.49,101.36,151.795,37.15,56.73,112.0,18.18,114.07,130.12,100.01,38.11,228.98,93.0,23.5,171.0,11.3,20.5,120.85750000000002,52.475,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,261.15,82.5,165.01,47.01,51.0001,17.75,300.6533333333333,43.61,244.13333333333333,44.7,250.0,75.0,103.0,72.41333333333334,90.0,131.89,46.86666666666667,89.1,75.08,107.8,170.99,181.05,49.9,20.7006,83.29499999999999,75.64,29.02,188.4
8,31,267.84076923076924,170.0,315.0,100.0,150.74,71.0,165.0,85.5,54.0,43.36299999999999,181.99,233.39,87.33,255.26,97.15,61.49,101.36,150.8,37.02,56.73,112.0,18.18,114.07,130.12,100.01,38.11,228.98,93.0,23.5,171.0,11.3,20.5,120.85750000000002,52.475,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,261.15,82.5,165.01,47.01,51.0001,17.75,300.6533333333333,43.61,243.65,44.7,250.0,75.0,102.44,72.81333333333333,90.0,131.89,46.86666666666667,89.1,75.08,107.8,170.99,181.05,49.9,20.7006,83.29499999999999,75.64,29.02,188.4
8,32,267.9892307692308,170.0,315.2,100.0,150.74,71.0,165.0,85.5,54.0,43.46999999999999,181.99,233.39,87.33,255.26,97.15,61.49,101.36,150.8,37.02,56.73,112.0,18.18,114.07,130.12,100.01,38.11,228.98,93.0,23.5,171.0,11.3,20.5,120.85750000000002,52.475,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,261.15,82.5,165.01,47.01,51.0001,17.75,300.6533333333333,43.61,243.16,44.7,250.0,75.0,102.44,72.81333333333333,90.0,131.89,46.86666666666667,89.1,75.08,107.8,170.99,181.05,49.9,20.7006,83.5,75.64,29.02,188.4
8,33,267.9086486486487,170.0,314.02,100.0,150.74,71.0,165.0,85.5,54.0,43.44666666666667,181.99,233.39,87.33,255.26,97.15,61.49,101.36,150.8,37.02,56.73,112.0,18.18,114.07,130.12,100.01,36.76,228.98,93.0,23.5,171.0,11.3,20.5,120.85750000000002,52.222857142857144,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,260.405,82.5,165.01,47.01,51.0001,17.75,300.6533333333333,43.61,243.5,44.7,250.0,75.0,102.44,72.81333333333333,90.0,131.89,46.86666666666667,89.1,75.08,107.8,170.99,181.05,49.9,20.7006,83.5,75.64,29.02,188.4
8,34,267.89799999999997,170.0,314.02,100.0,150.74,71.0,165.0,85.5,54.0,43.51555555555555,181.99,233.39,87.33,255.26,97.15,61.49,101.36,150.8,37.02,56.73,112.0,18.180000000000003,114.07,130.12,100.01,36.76,228.98,93.0,23.5,171.0,11.3,20.5,120.85750000000002,52.515,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,260.405,82.5,165.01,47.00333333333333,51.0001,17.75,300.6533333333333,43.61,243.5,44.7,250.0,75.0,103.0,72.81333333333333,90.0,131.89,46.86666666666667,89.1,75.08,107.8,170.84,181.05,49.9,20.7006,83.13333333333333,75.3,29.02,188.4
8,35,267.94666666666666,170.0,314.02,100.0,150.74,71.0,165.0,85.5,54.0,43.50095238095238,181.99,233.39,87.33,255.26,97.15,61.49,101.36,150.8,37.02,56.73,112.0,18.180000000000003,114.07,130.12,100.01,36.76,228.98,93.0,23.5,171.0,11.3,20.5,120.85750000000002,52.515,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,260.23777777777775,82.5,165.01,47.00333333333333,51.0001,17.75,300.6533333333333,43.61,242.98000000000002,44.7,250.0,75.0,103.0,72.81333333333333,90.0,131.89,46.86666666666667,89.1,75.08,107.8,170.84,181.05,49.9,20.7006,82.65,74.96000000000001,29.02,188.4
8,36,267.965,170.0,314.02,100.0,150.74,71.0,165.0,85.5,54.0,43.52571428571428,181.99,233.39,87.33,255.26,97.15,61.49,101.36,150.8,37.005,56.73,112.0,18.180000000000003,114.07,130.12,100.01,36.76,228.98,93.0,23.5,171.0,11.3,20.5,120.85750000000002,52.515,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,260.12600000000003,82.5,165.01,47.00333333333333,51.0001,17.75,300.6533333333333,43.61,242.5654166666666,44.7,250.0,75.0,103.0,72.8,90.0,131.89,46.86666666666667,89.1,75.08,107.8,171.8675,181.05,49.9,20.7006,82.65,74.96000000000001,29.02,188.4
8,37,267.81681818181823,170.0,314.02,100.0,150.74,71.0,165.0,85.5,54.0,43.51636363636363,181.99,233.39,87.33,255.26,97.15,61.49,101.36,150.8,37.005,56.73,112.0,18.180000000000003,114.07,130.12,100.01,36.76,228.98,93.0,23.5,171.0,11.3,20.5,120.85750000000002,52.31,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,261.005,82.5,165.01,47.2175,51.0001,17.75,300.6533333333333,43.61,242.0953846153846,44.7,250.0,75.0,103.0,72.8,90.0,131.89,46.86666666666667,89.1,75.08,105.0,171.8675,181.05,49.9,20.7006,82.65,74.96000000000001,29.02,188.4
8,38,267.99,170.0,314.02,100.0,150.74,71.0,165.0,85.5,53.675,43.53000000000001,181.99,233.39,87.33,255.26,97.15,61.49,101.36,150.8,37.005,56.73,112.0,18.180000000000003,114.07,130.12,100.01,36.76,228.98,93.0,23.5,171.0,11.3,20.5,120.85750000000002,52.28333333333333,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,261.005,82.5,165.01,47.06,51.0001,17.75,300.6533333333333,43.61,242.01055555555553,44.7,250.0,75.0,103.0,72.8,90.0,131.89,46.86666666666667,89.1,75.08,105.0,171.8675,181.05,49.9,20.7006,82.65,74.96000000000001,29.02,188.4
8,39,268.09999999999997,170.0,314.67333333333335,100.0,150.74,71.0,165.0,85.5,53.675,43.529090909090904,181.99,233.39,87.33,255.26,97.15,61.49,101.36,150.6,37.005,56.73,112.0,18.180000000000003,114.07,130.12,100.01,36.76,228.98,93.0,23.5,171.0,11.3,20.5,120.85750000000002,52.28333333333333,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,260.31,82.5,165.01,47.11,51.0001,17.75,300.6533333333333,43.61,242.14190476190464,44.7,250.0,75.0,103.0,72.8,90.0,131.89,46.86666666666667,89.1,75.08,105.0,171.8675,181.05,49.9,20.7006,82.65,74.96000000000001,29.02,188.4
8,40,267.5351428571428,170.0,314.67333333333335,100.0,150.74,71.0,165.0,85.5,53.675,43.526250000000005,181.99,233.39,87.33,255.26,97.15,61.49,101.36,150.6,37.005,56.73,112.0,18.180000000000003,114.07,130.12,100.01,36.76,228.98,93.0,23.5,171.0,11.3,20.5,120.85750000000002,52.36,264.54,116.0,120.14,155.01,20.27,86.98,150.2,101.0,278.2,260.31,82.5,165.01,47.12115384615384,51.0001,17.75,300.6533333333333,43.61,242.2,44.7,250.0,75.0,103.0,72.8,90.0,131.89,46.86666666666667,89.1,75.08,105.0,171.8675,181.05,49.9,20.7006,82.65,74.96000000000001,29.02,188.4
